id_compra,data,estado,cidade,vendedor,produto,sku,cor,quantidade,valor_total,lucro_total,forma_pagamento,cliente_nome,cpf,idade,comportamento
2297,2026-02-28 00:46:04.185422,PE,Recife,Larissa,Tenis Zallur Lifestyle A8,A7-BRA,Branco,1,190,60,Boleto,Lucas Oliveira,937.794.275-44,63,conservador
2650,2026-02-28 00:46:04.189408,MG,Belo Horizonte,Mariana,Tenis Zallur Comfort A6,A5-BRA,Branco,2,340,106,Boleto,Carlos Silva,536.840.328-92,21,impulsivo
162,2026-02-28 01:46:04.155423,SP,São Paulo,Thales,Tenis Zallur Max A12,A11-PRE,Preto,1,320,117,Cartão de Crédito,Carlos Silva,872.205.654-91,40,conservador
478,2026-02-28 01:46:04.161419,PR,Curitiba,Bruno,Tenis Zallur Lifestyle A8,A7-BRA,Branco,1,190,60,Pix,Carlos Pereira,469.113.362-98,45,conservador
485,2026-02-28 01:46:04.161419,RJ,Rio de Janeiro,Carlos,Tenis Zallur Zoom A15,A14-BRA,Branco,1,230,80,Boleto,Carlos Souza,950.477.476-59,42,conservador
2244,2026-02-28 01:46:04.184422,PE,Recife,Diego,Tenis Zallur Performance A7,A6-VER,Vermelho,2,600,190,Boleto,Lucas Pereira,607.575.156-77,36,equilibrado
2971,2026-02-28 01:46:04.194423,PR,Curitiba,Juliana,Tenis Zallur Zoom A15,A14-AZU,Azul,1,230,73,Cartão de Crédito,Carlos Santos,986.164.821-82,65,conservador
460,2026-02-28 02:46:04.161419,BA,Salvador,Rafael,Tenis Zallur Running A3,A2-CIN,Cinza,3,750,249,Cartão de Crédito,Pedro Silva,610.616.682-64,23,impulsivo
531,2026-02-28 02:46:04.162422,PR,Curitiba,Bruno,Tenis Zallur Air A14,A13-BRA,Branco,1,270,97,Boleto,Carlos Costa,887.152.610-88,26,equilibrado
1132,2026-02-28 02:46:04.169418,BA,Salvador,Rafael,Tenis Zallur Pro A10,A9-CIN,Cinza,2,560,214,Cartão de Crédito,Fernanda Souza,609.798.400-39,33,equilibrado
2449,2026-02-28 02:46:04.187423,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Flex A9,A8-PRE,Preto,1,210,78,Boleto,Fernanda Silva,279.940.206-88,58,conservador
260,2026-02-28 03:46:04.156420,RS,Porto Alegre,Patrícia,Tenis Zallur Running A3,A2-CIN,Cinza,1,250,83,Cartão de Crédito,Ana Oliveira,290.421.607-39,55,conservador
793,2026-02-28 03:46:04.165422,PE,Recife,Larissa,Tenis Zallur Zoom A15,A14-AZU,Azul,2,460,146,Cartão de Crédito,Lucas Santos,614.546.578-71,30,equilibrado
2424,2026-02-28 03:46:04.187423,PE,Recife,Diego,Tenis Zallur Street A4,A3-AZU,Azul,3,540,195,Boleto,Julia Santos,271.750.756-66,21,impulsivo
132,2026-02-28 04:46:04.155423,PE,Recife,Larissa,Tenis Zallur Air A14,A13-VER,Vermelho,1,270,121,Cartão de Crédito,Pedro Silva,677.703.851-46,25,equilibrado
1464,2026-02-28 04:46:04.172408,RJ,Rio de Janeiro,Carlos,Tenis Zallur Max A12,A11-AZU,Azul,1,320,135,Boleto,Mariana Costa,922.590.711-91,40,conservador
1416,2026-02-28 04:46:04.172408,BA,Salvador,Camila,Tenis Zallur Flex A9,A8-BRA,Branco,2,420,206,Boleto,Mariana Oliveira,542.452.521-93,18,impulsivo
1883,2026-02-28 04:46:04.180413,PR,Curitiba,Juliana,Tenis Zallur Lifestyle A8,A7-AZU,Azul,1,190,80,Pix,João Souza,188.696.677-86,60,conservador
35,2026-02-28 05:46:04.153423,SP,São Paulo,Amanda,Tenis Zallur Classic A5,A4-BRA,Branco,1,220,76,Boleto,João Pereira,150.706.205-90,27,equilibrado
523,2026-02-28 05:46:04.162422,RS,Porto Alegre,Patrícia,Tenis Zallur Zoom A15,A14-BRA,Branco,1,230,80,Pix,Fernanda Silva,673.703.666-54,39,equilibrado
618,2026-02-28 05:46:04.163421,PE,Recife,Larissa,Tenis Zallur Esportivo A2,A1-PRE,Preto,3,600,270,Pix,Lucas Souza,239.129.169-54,23,impulsivo
1746,2026-02-28 05:46:04.178412,MG,Belo Horizonte,João,Tenis Zallur Comfort A6,A5-CIN,Cinza,1,170,65,Pix,Carlos Silva,768.725.382-74,53,conservador
826,2026-02-28 06:46:04.166420,PE,Recife,Diego,Tenis Zallur Zoom A15,A14-BRA,Branco,2,460,160,Boleto,Mariana Silva,316.429.674-33,37,equilibrado
1287,2026-02-28 06:46:04.170425,RS,Porto Alegre,Lucas,Tenis Zallur Running A3,A2-VER,Vermelho,1,250,103,Pix,Julia Souza,756.397.150-11,64,conservador
1296,2026-02-28 06:46:04.171411,RS,Porto Alegre,Lucas,Tenis Zallur Max A12,A11-AZU,Azul,1,320,135,Cartão de Crédito,João Pereira,766.980.552-61,41,conservador
2356,2026-02-28 06:46:04.186423,RJ,Rio de Janeiro,Carlos,Tenis Zallur Esportivo A2,A1-AZU,Azul,1,200,77,Pix,Julia Costa,278.420.394-90,43,conservador
745,2026-02-28 07:46:04.165422,SP,São Paulo,Thales,Tenis Zallur Pro A10,A9-PRE,Preto,2,560,214,Cartão de Crédito,Lucas Pereira,896.700.796-73,39,equilibrado
1443,2026-02-28 07:46:04.172408,PE,Recife,Larissa,Tenis Zallur Casual A1,A0-BRA,Branco,1,150,69,Boleto,Julia Santos,225.558.927-88,40,conservador
1846,2026-02-28 07:46:04.179412,SP,São Paulo,Thales,Tenis Zallur Flex A9,A8-BRA,Branco,1,210,103,Cartão de Crédito,Mariana Oliveira,666.613.394-18,63,conservador
2384,2026-02-28 08:46:04.186423,PE,Recife,Diego,Tenis Zallur Street A4,A3-VER,Vermelho,2,360,112,Cartão de Crédito,Pedro Santos,794.765.108-12,36,equilibrado
2801,2026-02-28 08:46:04.192414,MG,Belo Horizonte,Mariana,Tenis Zallur Air A14,A13-CIN,Cinza,3,810,363,Cartão de Crédito,Fernanda Oliveira,946.737.824-60,24,impulsivo
859,2026-02-28 09:46:04.166420,PR,Curitiba,Juliana,Tenis Zallur Air A14,A13-BRA,Branco,2,540,194,Boleto,Pedro Souza,553.246.976-90,28,equilibrado
964,2026-02-28 09:46:04.167423,MG,Belo Horizonte,João,Tenis Zallur Max A12,A11-BRA,Branco,1,320,119,Boleto,Ana Oliveira,834.801.851-65,47,conservador
1109,2026-02-28 09:46:04.169418,MG,Belo Horizonte,Mariana,Tenis Zallur Esportivo A2,A1-PRE,Preto,1,200,90,Boleto,João Pereira,293.729.895-55,60,conservador
1559,2026-02-28 09:46:04.175408,SP,São Paulo,Amanda,Tenis Zallur Street A4,A3-AZU,Azul,1,180,65,Cartão de Crédito,Carlos Silva,750.282.339-13,57,conservador
1528,2026-02-28 09:46:04.175408,MG,Belo Horizonte,Mariana,Tenis Zallur Elite A11,A10-CIN,Cinza,2,700,318,Boleto,Julia Santos,102.752.654-85,37,equilibrado
1687,2026-02-28 09:46:04.177426,BA,Salvador,Rafael,Tenis Zallur Street A4,A3-AZU,Azul,2,360,130,Pix,Mariana Costa,291.426.270-77,27,equilibrado
1809,2026-02-28 09:46:04.179412,MG,Belo Horizonte,Mariana,Tenis Zallur Casual A1,A0-VER,Vermelho,1,150,75,Boleto,Julia Souza,503.934.270-65,51,conservador
1497,2026-02-28 10:46:04.173425,RJ,Rio de Janeiro,Carlos,Tenis Zallur Street A4,A3-CIN,Cinza,2,360,140,Boleto,Lucas Santos,330.618.931-91,26,equilibrado
1789,2026-02-28 10:46:04.178412,PR,Curitiba,Bruno,Tenis Zallur Running A3,A2-CIN,Cinza,1,250,83,Boleto,Mariana Souza,468.508.442-80,59,conservador
2859,2026-02-28 10:46:04.193428,MG,Belo Horizonte,Mariana,Tenis Zallur Ultra A13,A12-AZU,Azul,2,800,352,Pix,Pedro Oliveira,345.295.844-93,37,equilibrado
499,2026-02-28 11:46:04.161419,BA,Salvador,Camila,Tenis Zallur Performance A7,A6-PRE,Preto,2,600,240,Pix,Pedro Pereira,673.398.139-59,37,equilibrado
2587,2026-02-28 11:46:04.188423,PE,Recife,Diego,Tenis Zallur Ultra A13,A12-AZU,Azul,2,800,352,Pix,Julia Silva,744.768.755-86,39,equilibrado
448,2026-02-28 12:46:04.161419,PE,Recife,Larissa,Tenis Zallur Running A3,A2-BRA,Branco,1,250,80,Pix,Julia Oliveira,928.351.615-76,31,equilibrado
1372,2026-02-28 12:46:04.171411,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Air A14,A13-CIN,Cinza,1,270,121,Cartão de Crédito,Fernanda Pereira,164.788.598-79,40,conservador
2698,2026-02-28 12:46:04.190408,MG,Belo Horizonte,João,Tenis Zallur Zoom A15,A14-AZU,Azul,1,230,73,Boleto,Lucas Souza,999.622.356-41,38,equilibrado
2805,2026-02-28 12:46:04.192414,MG,Belo Horizonte,Mariana,Tenis Zallur Zoom A15,A14-AZU,Azul,2,460,146,Boleto,Mariana Souza,593.448.687-90,18,impulsivo
123,2026-02-28 13:46:04.154422,PE,Recife,Diego,Tenis Zallur Street A4,A3-VER,Vermelho,1,180,56,Pix,Julia Costa,514.325.671-61,58,conservador
480,2026-02-28 13:46:04.161419,PR,Curitiba,Bruno,Tenis Zallur Esportivo A2,A1-AZU,Azul,1,200,77,Boleto,Carlos Silva,866.465.948-39,44,conservador
588,2026-02-28 13:46:04.163421,PE,Recife,Larissa,Tenis Zallur Running A3,A2-BRA,Branco,1,250,80,Boleto,Fernanda Souza,659.383.518-69,61,conservador
997,2026-02-28 13:46:04.168419,SP,São Paulo,Amanda,Tenis Zallur Max A12,A11-AZU,Azul,1,320,135,Cartão de Crédito,Julia Santos,115.275.675-73,42,conservador
1414,2026-02-28 13:46:04.172408,SP,São Paulo,Amanda,Tenis Zallur Street A4,A3-CIN,Cinza,1,180,70,Pix,Carlos Silva,558.404.836-77,58,conservador
1573,2026-02-28 13:46:04.176421,RS,Porto Alegre,Patrícia,Tenis Zallur Zoom A15,A14-VER,Vermelho,1,230,110,Pix,João Pereira,544.960.547-56,48,conservador
457,2026-02-28 14:46:04.161419,PE,Recife,Diego,Tenis Zallur Elite A11,A10-BRA,Branco,2,700,286,Boleto,Pedro Costa,742.700.819-87,28,equilibrado
1301,2026-02-28 14:46:04.171411,RS,Porto Alegre,Patrícia,Tenis Zallur Casual A1,A0-BRA,Branco,1,150,69,Boleto,Carlos Santos,773.633.603-55,57,conservador
2361,2026-02-28 14:46:04.186423,SP,São Paulo,Amanda,Tenis Zallur Street A4,A3-VER,Vermelho,1,180,56,Cartão de Crédito,Lucas Costa,563.869.217-64,30,equilibrado
2523,2026-02-28 14:46:04.188423,MG,Belo Horizonte,Mariana,Tenis Zallur Street A4,A3-PRE,Preto,1,180,81,Boleto,Julia Oliveira,814.334.337-29,59,conservador
1643,2026-02-28 15:46:04.176421,RS,Porto Alegre,Lucas,Tenis Zallur Lifestyle A8,A7-CIN,Cinza,2,380,182,Cartão de Crédito,Carlos Oliveira,691.451.232-13,31,equilibrado
2255,2026-02-28 15:46:04.185422,PE,Recife,Larissa,Tenis Zallur Zoom A15,A14-CIN,Cinza,1,230,77,Pix,Mariana Souza,136.822.998-43,48,conservador
2578,2026-02-28 15:46:04.188423,SP,São Paulo,Thales,Tenis Zallur Casual A1,A0-BRA,Branco,2,300,138,Cartão de Crédito,Fernanda Pereira,139.492.396-55,38,equilibrado
2830,2026-02-28 15:46:04.193428,MG,Belo Horizonte,João,Tenis Zallur Air A14,A13-BRA,Branco,2,540,194,Cartão de Crédito,Lucas Oliveira,772.880.200-25,35,equilibrado
2933,2026-02-28 15:46:04.194423,PR,Curitiba,Juliana,Tenis Zallur Comfort A6,A5-BRA,Branco,1,170,53,Cartão de Crédito,Fernanda Oliveira,334.382.672-21,60,conservador
1166,2026-02-28 16:46:04.169418,SP,São Paulo,Thales,Tenis Zallur Ultra A13,A12-PRE,Preto,1,400,145,Boleto,Mariana Oliveira,515.822.292-78,45,conservador
1690,2026-02-28 16:46:04.177426,RS,Porto Alegre,Lucas,Tenis Zallur Casual A1,A0-AZU,Azul,1,150,70,Boleto,Julia Silva,758.239.766-29,45,conservador
1836,2026-02-28 16:46:04.179412,RJ,Rio de Janeiro,Carlos,Tenis Zallur Pro A10,A9-BRA,Branco,2,560,200,Pix,Ana Silva,599.355.558-75,30,equilibrado
2457,2026-02-28 16:46:04.187423,SP,São Paulo,Thales,Tenis Zallur Zoom A15,A14-AZU,Azul,1,230,73,Boleto,Pedro Santos,703.755.754-11,46,conservador
2590,2026-02-28 16:46:04.188423,SP,São Paulo,Thales,Tenis Zallur Performance A7,A6-PRE,Preto,1,300,120,Cartão de Crédito,Julia Santos,802.274.366-33,55,conservador
2794,2026-02-28 16:46:04.192414,PE,Recife,Diego,Tenis Zallur Flex A9,A8-AZU,Azul,1,210,80,Cartão de Crédito,Lucas Santos,153.947.855-75,53,conservador
252,2026-02-28 17:46:04.156420,PE,Recife,Larissa,Tenis Zallur Air A14,A13-VER,Vermelho,1,270,121,Boleto,Fernanda Silva,239.132.358-52,20,impulsivo
345,2026-02-28 17:46:04.159418,SP,São Paulo,Thales,Tenis Zallur Comfort A6,A5-BRA,Branco,1,170,53,Cartão de Crédito,Ana Pereira,561.246.790-61,65,conservador
546,2026-02-28 17:46:04.162422,MG,Belo Horizonte,Mariana,Tenis Zallur Street A4,A3-VER,Vermelho,1,180,56,Boleto,Pedro Souza,544.312.429-54,35,equilibrado
1474,2026-02-28 17:46:04.172408,SP,São Paulo,Amanda,Tenis Zallur Flex A9,A8-CIN,Cinza,1,210,69,Boleto,Mariana Souza,909.150.934-89,46,conservador
2881,2026-02-28 17:46:04.193428,PR,Curitiba,Juliana,Tenis Zallur Running A3,A2-AZU,Azul,3,750,348,Cartão de Crédito,Mariana Souza,870.238.289-92,23,impulsivo
710,2026-02-28 18:46:04.165422,PE,Recife,Larissa,Tenis Zallur Lifestyle A8,A7-VER,Vermelho,1,190,78,Pix,Fernanda Pereira,833.212.408-24,27,equilibrado
1592,2026-02-28 18:46:04.176421,PE,Recife,Larissa,Tenis Zallur Esportivo A2,A1-PRE,Preto,1,200,90,Pix,João Silva,924.379.949-35,29,equilibrado
1593,2026-02-28 18:46:04.176421,RS,Porto Alegre,Lucas,Tenis Zallur Esportivo A2,A1-AZU,Azul,2,400,154,Boleto,Fernanda Silva,730.146.229-88,38,equilibrado
2500,2026-02-28 18:46:04.187423,BA,Salvador,Camila,Tenis Zallur Casual A1,A0-CIN,Cinza,1,150,64,Boleto,Fernanda Oliveira,768.936.761-27,41,conservador
2547,2026-02-28 18:46:04.188423,BA,Salvador,Camila,Tenis Zallur Casual A1,A0-VER,Vermelho,1,150,75,Pix,Ana Oliveira,183.348.771-99,49,conservador
2985,2026-02-28 18:46:04.195426,PE,Recife,Larissa,Tenis Zallur Pro A10,A9-BRA,Branco,2,560,200,Pix,Pedro Silva,407.755.980-13,31,equilibrado
296,2026-02-28 19:46:04.158430,PR,Curitiba,Juliana,Tenis Zallur Zoom A15,A14-BRA,Branco,1,230,80,Pix,Pedro Oliveira,615.710.597-70,51,conservador
744,2026-02-28 19:46:04.165422,PE,Recife,Larissa,Tenis Zallur Ultra A13,A12-AZU,Azul,2,800,352,Cartão de Crédito,Carlos Pereira,197.245.968-38,21,impulsivo
2039,2026-02-28 19:46:04.182411,MG,Belo Horizonte,Mariana,Tenis Zallur Flex A9,A8-BRA,Branco,2,420,206,Pix,Julia Souza,774.207.342-53,21,impulsivo
2154,2026-02-28 19:46:04.183417,BA,Salvador,Camila,Tenis Zallur Lifestyle A8,A7-CIN,Cinza,1,190,91,Cartão de Crédito,Carlos Costa,430.689.197-86,53,conservador
564,2026-02-28 20:46:04.162422,MG,Belo Horizonte,Mariana,Tenis Zallur Classic A5,A4-BRA,Branco,2,440,152,Cartão de Crédito,Pedro Santos,411.512.274-41,35,equilibrado
1362,2026-02-28 20:46:04.171411,BA,Salvador,Rafael,Tenis Zallur Ultra A13,A12-PRE,Preto,1,400,145,Pix,Carlos Santos,978.850.250-74,60,conservador
1355,2026-02-28 20:46:04.171411,SP,São Paulo,Amanda,Tenis Zallur Esportivo A2,A1-PRE,Preto,1,200,90,Cartão de Crédito,Carlos Souza,907.506.236-19,42,conservador
1759,2026-02-28 20:46:04.178412,PR,Curitiba,Bruno,Tenis Zallur Performance A7,A6-BRA,Branco,1,300,115,Pix,Fernanda Oliveira,893.764.532-25,54,conservador
1970,2026-02-28 20:46:04.181412,SP,São Paulo,Amanda,Tenis Zallur Casual A1,A0-BRA,Branco,2,300,138,Boleto,Mariana Oliveira,950.444.949-11,33,equilibrado
1957,2026-02-28 20:46:04.181412,PE,Recife,Larissa,Tenis Zallur Ultra A13,A12-BRA,Branco,1,400,151,Boleto,Fernanda Silva,744.342.300-56,42,conservador
32,2026-02-28 21:46:04.153423,RS,Porto Alegre,Lucas,Tenis Zallur Air A14,A13-AZU,Azul,1,270,135,Boleto,Lucas Santos,271.816.630-27,47,conservador
742,2026-02-28 21:46:04.165422,MG,Belo Horizonte,João,Tenis Zallur Elite A11,A10-VER,Vermelho,2,700,218,Cartão de Crédito,Ana Silva,345.479.340-89,21,impulsivo
3,2026-02-28 22:46:04.153423,MG,Belo Horizonte,Mariana,Tenis Zallur Flex A9,A8-AZU,Azul,1,210,80,Boleto,Mariana Silva,362.995.210-24,47,conservador
854,2026-02-28 22:46:04.166420,MG,Belo Horizonte,Mariana,Tenis Zallur Pro A10,A9-CIN,Cinza,1,280,107,Boleto,Lucas Pereira,215.369.228-30,60,conservador
1238,2026-02-28 22:46:04.170425,SP,São Paulo,Thales,Tenis Zallur Ultra A13,A12-PRE,Preto,1,400,145,Boleto,Carlos Costa,680.269.812-84,59,conservador
2558,2026-02-28 23:46:04.188423,MG,Belo Horizonte,Mariana,Tenis Zallur Air A14,A13-CIN,Cinza,1,270,121,Cartão de Crédito,Julia Souza,120.672.214-87,44,conservador
310,2026-03-01 00:46:04.158430,RJ,Rio de Janeiro,Carlos,Tenis Zallur Performance A7,A6-AZU,Azul,1,300,122,Pix,Ana Pereira,895.544.233-61,45,conservador
808,2026-03-01 00:46:04.166420,MG,Belo Horizonte,João,Tenis Zallur Max A12,A11-CIN,Cinza,2,640,212,Boleto,Julia Oliveira,270.433.727-50,26,equilibrado
922,2026-03-01 00:46:04.167423,PE,Recife,Larissa,Tenis Zallur Flex A9,A8-PRE,Preto,3,630,234,Pix,João Santos,135.326.435-17,24,impulsivo
1148,2026-03-01 00:46:04.169418,RS,Porto Alegre,Lucas,Tenis Zallur Classic A5,A4-AZU,Azul,1,220,104,Cartão de Crédito,Julia Silva,608.316.479-13,51,conservador
2819,2026-03-01 00:46:04.192414,BA,Salvador,Rafael,Tenis Zallur Running A3,A2-VER,Vermelho,1,250,103,Boleto,Pedro Pereira,339.202.988-24,55,conservador
2921,2026-03-01 00:46:04.194423,BA,Salvador,Camila,Tenis Zallur Ultra A13,A12-VER,Vermelho,2,800,352,Cartão de Crédito,Julia Santos,669.333.937-26,38,equilibrado
1339,2026-03-01 01:46:04.171411,PE,Recife,Larissa,Tenis Zallur Running A3,A2-AZU,Azul,1,250,116,Cartão de Crédito,Fernanda Oliveira,177.571.337-66,59,conservador
1445,2026-03-01 01:46:04.172408,SP,São Paulo,Thales,Tenis Zallur Flex A9,A8-VER,Vermelho,1,210,71,Boleto,Carlos Silva,585.151.237-76,44,conservador
1747,2026-03-01 01:46:04.178412,PR,Curitiba,Juliana,Tenis Zallur Street A4,A3-PRE,Preto,3,540,243,Pix,Pedro Silva,715.673.690-85,18,impulsivo
2026,2026-03-01 01:46:04.182411,RS,Porto Alegre,Patrícia,Tenis Zallur Ultra A13,A12-AZU,Azul,1,400,176,Boleto,Lucas Souza,279.108.526-22,25,equilibrado
2611,2026-03-01 02:46:04.189408,BA,Salvador,Rafael,Tenis Zallur Comfort A6,A5-VER,Vermelho,1,170,62,Cartão de Crédito,Lucas Souza,104.908.932-68,28,equilibrado
126,2026-03-01 03:46:04.154422,PR,Curitiba,Juliana,Tenis Zallur Casual A1,A0-PRE,Preto,1,150,66,Boleto,Lucas Costa,522.787.734-68,29,equilibrado
114,2026-03-01 03:46:04.154422,PR,Curitiba,Juliana,Tenis Zallur Elite A11,A10-PRE,Preto,1,350,107,Cartão de Crédito,Mariana Oliveira,355.718.683-18,42,conservador
2088,2026-03-01 03:46:04.182411,PR,Curitiba,Bruno,Tenis Zallur Lifestyle A8,A7-BRA,Branco,1,190,60,Cartão de Crédito,Ana Souza,536.603.725-37,46,conservador
2555,2026-03-01 03:46:04.188423,PR,Curitiba,Bruno,Tenis Zallur Comfort A6,A5-AZU,Azul,3,510,234,Cartão de Crédito,João Silva,952.148.407-67,18,impulsivo
79,2026-03-01 04:46:04.154422,RJ,Rio de Janeiro,Carlos,Tenis Zallur Esportivo A2,A1-CIN,Cinza,3,600,267,Boleto,Fernanda Silva,773.892.397-87,20,impulsivo
130,2026-03-01 04:46:04.155423,RJ,Rio de Janeiro,Carlos,Tenis Zallur Esportivo A2,A1-AZU,Azul,1,200,77,Pix,Carlos Pereira,121.722.946-81,33,equilibrado
1144,2026-03-01 04:46:04.169418,PR,Curitiba,Juliana,Tenis Zallur Ultra A13,A12-BRA,Branco,1,400,151,Pix,Pedro Silva,516.407.976-96,39,equilibrado
2289,2026-03-01 04:46:04.185422,PE,Recife,Larissa,Tenis Zallur Lifestyle A8,A7-CIN,Cinza,3,570,273,Pix,Mariana Oliveira,984.259.673-72,22,impulsivo
2401,2026-03-01 04:46:04.186423,RS,Porto Alegre,Patrícia,Tenis Zallur Elite A11,A10-VER,Vermelho,2,700,218,Pix,Ana Costa,938.707.555-70,18,impulsivo
242,2026-03-01 05:46:04.156420,RJ,Rio de Janeiro,Carlos,Tenis Zallur Air A14,A13-VER,Vermelho,2,540,242,Cartão de Crédito,Lucas Santos,881.834.842-69,33,equilibrado
1945,2026-03-01 05:46:04.181412,PE,Recife,Diego,Tenis Zallur Ultra A13,A12-PRE,Preto,3,1200,435,Cartão de Crédito,Lucas Oliveira,159.508.756-22,22,impulsivo
1242,2026-03-01 06:46:04.170425,SP,São Paulo,Amanda,Tenis Zallur Elite A11,A10-BRA,Branco,1,350,143,Cartão de Crédito,Fernanda Silva,117.190.449-79,47,conservador
1327,2026-03-01 06:46:04.171411,BA,Salvador,Rafael,Tenis Zallur Elite A11,A10-AZU,Azul,1,350,154,Boleto,Ana Santos,282.976.674-65,61,conservador
2160,2026-03-01 06:46:04.183417,RJ,Rio de Janeiro,Carlos,Tenis Zallur Street A4,A3-BRA,Branco,2,360,124,Pix,Ana Souza,287.334.596-60,28,equilibrado
2110,2026-03-01 06:46:04.183417,PE,Recife,Diego,Tenis Zallur Zoom A15,A14-CIN,Cinza,1,230,77,Pix,Ana Santos,551.900.420-69,62,conservador
2182,2026-03-01 06:46:04.184422,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Air A14,A13-CIN,Cinza,1,270,121,Cartão de Crédito,Fernanda Costa,956.943.973-94,47,conservador
2760,2026-03-01 06:46:04.191416,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Performance A7,A6-CIN,Cinza,2,600,198,Boleto,Fernanda Costa,107.549.200-66,21,impulsivo
603,2026-03-01 07:46:04.163421,SP,São Paulo,Amanda,Tenis Zallur Running A3,A2-VER,Vermelho,1,250,103,Boleto,Lucas Oliveira,283.334.836-28,43,conservador
1655,2026-03-01 07:46:04.177426,PE,Recife,Diego,Tenis Zallur Flex A9,A8-CIN,Cinza,1,210,69,Cartão de Crédito,João Costa,742.974.532-23,43,conservador
2427,2026-03-01 07:46:04.187423,RS,Porto Alegre,Patrícia,Tenis Zallur Comfort A6,A5-AZU,Azul,1,170,78,Pix,Mariana Santos,427.709.729-14,63,conservador
915,2026-03-01 08:46:04.167423,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Street A4,A3-AZU,Azul,1,180,65,Boleto,Lucas Silva,913.102.415-72,50,conservador
143,2026-03-01 09:46:04.155423,PR,Curitiba,Bruno,Tenis Zallur Casual A1,A0-BRA,Branco,1,150,69,Cartão de Crédito,Lucas Pereira,891.689.219-66,52,conservador
273,2026-03-01 09:46:04.157415,SP,São Paulo,Thales,Tenis Zallur Performance A7,A6-AZU,Azul,1,300,122,Pix,Julia Pereira,672.874.974-62,62,conservador
538,2026-03-01 09:46:04.162422,RJ,Rio de Janeiro,Carlos,Tenis Zallur Max A12,A11-CIN,Cinza,1,320,106,Pix,Mariana Oliveira,786.865.495-14,46,conservador
536,2026-03-01 09:46:04.162422,RJ,Rio de Janeiro,Carlos,Tenis Zallur Max A12,A11-AZU,Azul,1,320,135,Cartão de Crédito,Lucas Souza,853.110.538-32,34,equilibrado
727,2026-03-01 09:46:04.165422,PR,Curitiba,Bruno,Tenis Zallur Performance A7,A6-PRE,Preto,1,300,120,Boleto,Julia Souza,165.784.904-85,18,impulsivo
923,2026-03-01 09:46:04.167423,RS,Porto Alegre,Lucas,Tenis Zallur Casual A1,A0-BRA,Branco,2,300,138,Pix,Fernanda Souza,655.531.624-71,33,equilibrado
977,2026-03-01 09:46:04.167423,RS,Porto Alegre,Lucas,Tenis Zallur Flex A9,A8-PRE,Preto,1,210,78,Pix,Lucas Souza,181.966.367-75,42,conservador
661,2026-03-01 10:46:04.164424,MG,Belo Horizonte,Mariana,Tenis Zallur Zoom A15,A14-CIN,Cinza,1,230,77,Cartão de Crédito,Pedro Costa,725.989.643-46,50,conservador
1209,2026-03-01 10:46:04.170425,RS,Porto Alegre,Lucas,Tenis Zallur Comfort A6,A5-CIN,Cinza,1,170,65,Boleto,Pedro Souza,907.433.297-27,43,conservador
2792,2026-03-01 10:46:04.192414,BA,Salvador,Camila,Tenis Zallur Performance A7,A6-AZU,Azul,1,300,122,Boleto,Carlos Santos,910.837.992-16,51,conservador
134,2026-03-01 11:46:04.155423,MG,Belo Horizonte,Mariana,Tenis Zallur Zoom A15,A14-PRE,Preto,2,460,160,Pix,João Pereira,369.519.301-30,23,impulsivo
270,2026-03-01 11:46:04.157415,SP,São Paulo,Thales,Tenis Zallur Air A14,A13-PRE,Preto,1,270,86,Pix,Pedro Pereira,641.202.808-67,52,conservador
1322,2026-03-01 11:46:04.171411,PR,Curitiba,Juliana,Tenis Zallur Esportivo A2,A1-AZU,Azul,3,600,231,Boleto,Pedro Costa,159.832.156-27,19,impulsivo
1459,2026-03-01 11:46:04.172408,PR,Curitiba,Juliana,Tenis Zallur Casual A1,A0-PRE,Preto,1,150,66,Cartão de Crédito,Carlos Costa,753.941.295-61,44,conservador
2700,2026-03-01 11:46:04.190408,RS,Porto Alegre,Patrícia,Tenis Zallur Running A3,A2-VER,Vermelho,1,250,103,Pix,Julia Silva,756.113.885-38,37,equilibrado
903,2026-03-01 12:46:04.167423,MG,Belo Horizonte,João,Tenis Zallur Classic A5,A4-BRA,Branco,1,220,76,Boleto,Julia Pereira,340.502.827-20,51,conservador
2398,2026-03-01 12:46:04.186423,RS,Porto Alegre,Lucas,Tenis Zallur Max A12,A11-BRA,Branco,3,960,357,Cartão de Crédito,Lucas Santos,436.201.769-53,24,impulsivo
2604,2026-03-01 12:46:04.188423,PE,Recife,Larissa,Tenis Zallur Air A14,A13-PRE,Preto,1,270,86,Cartão de Crédito,Carlos Santos,968.817.383-21,26,equilibrado
